,id,curiosity_je,curiosity_ds,curiosity_st,curiosity_sc,curiosity_ts,lambda_,tau,beta,r2_guassian,r2_ucb
198,202,6.2,6.0,5.8,7.0,5.8,-0.5231394767717665,-1.325180269834761,-3.4850538183070627,0.2707598434200352,0.2787198914943263
199,203,5.2,6.2,1.4,5.8,1.2,-4.9999946147791805,-1.846362770475889,1.92841466043719,0.0486981210980572,0.0904082209753581
200,204,7.0,6.4,5.6,4.0,3.6,-4.99996916521051,-3.5839862776793723,1.7512126105950292,0.043042810229857,0.0890188793271038
201,205,5.4,5.2,3.2,5.8,3.2,-3.005573197038318,-2.107194640938467,-0.2944551435795637,0.1572088686282399,0.1684653917872517
202,206,3.2,4.0,4.6,3.4,3.4,-4.129011418506264,-1.974451149775965,0.7305495360608812,0.0343469611808603,0.0502351749143158
203,207,3.8,2.0,3.8,4.2,2.4,0.9696554410788066,-1.3343647136088892,-4.999968324097086,0.2653197780644587,0.26524956304372
204,208,5.6,3.8,5.4,4.4,3.2,-4.999993219814563,-2.092949020409384,1.7976501282302388,0.1439742490845575,0.1863317773006598
205,209,4.8,7.0,5.4,2.8,2.0,1.5665196751300088,-1.678827840631664,-4.999996119588175,0.1476667004699668,0.1478525271129092
206,210,4.2,3.8,5.8,2.2,3.6,0.8358039517558099,-1.6561084531998522,-4.9999919053402335,0.270242764735324,0.2699750446769257
207,211,3.4,4.6,5.2,3.4,2.6,0.5720236152634809,-2.167402581194783,2.0596557574980783,0.0890592283381095,0.2524131889214067
208,212,3.8,4.0,5.0,4.8,4.0,-4.58895181662381,3.2041671518853883,4.300006493168322,0.0027013984326291,0.00285004927988
209,213,5.0,4.8,3.0,3.2,4.6,-1.4585929649469471,-1.197902646995742,1.3992903475464635,0.0354518092222091,0.0387634411059614
210,214,3.4,5.8,5.0,1.8,3.8,0.3861157880466611,-1.5240341063791087,-4.425374774301169,0.134398825894097,0.1332127644208156
211,216,5.4,5.8,3.4,5.0,3.4,-4.999955135499848,-2.544439176066997,2.7049636936362305,0.0495990224930861,0.1011919998610595
212,217,4.6,4.2,2.0,4.2,4.4,1.8407236113913177,-2.4304941503255377,-2.630446640832276,0.0808531085146391,0.0850891093549144
213,218,6.0,5.2,3.6,5.4,4.6,0.2271309892651752,-1.6002048433120148,2.171119871547874,0.0696730667639083,0.1205533488469888
214,219,4.8,3.4,4.6,2.2,2.8,0.8415594180197534,-0.4799410171909462,-4.999991507504201,0.0478780205495505,0.0472527819007125
215,220,3.2,3.2,4.2,6.8,3.0,-1.783368631724874,-1.7145788642676174,-2.119517596976991,0.1732371896694745,0.1817777464783038
216,221,2.0,4.0,2.8,3.4,1.4,0.9088349607147768,-1.0107236099410353,-0.968024945956952,0.2566211579560059,0.2573225631354855
217,222,4.4,3.6,3.6,3.2,3.0,1.5204529731614331,-1.6415728220191108,0.5866898618208917,0.322551036369754,0.3406263473403592
218,223,4.8,5.2,5.2,4.0,4.0,0.8664557349318887,-0.1384996815991073,-4.99996923959656,0.0960083127300911,0.0958988181390512
219,224,5.4,4.8,6.0,4.8,4.2,1.1122933430579138,-0.9287690399747764,1.6748094006669163,0.1201226623465488,0.1796204192829634
220,225,4.6,5.6,2.4,5.0,3.0,0.9614635640001844,-1.6602727864313678,-4.999994711923256,0.1826318734261115,0.1822523252573724
221,226,5.2,4.8,4.8,5.4,4.8,0.7975867801110443,-1.2798763147292458,-4.999990866001257,0.2242169137845264,0.2239553771861843
222,227,4.2,5.2,2.4,5.4,3.2,-4.999984449401358,-1.2501747656834268,1.6119397819447208,0.0184935141525973,0.0277624728600417
223,228,4.6,5.0,3.2,5.4,2.6,-2.5050444697301884,-2.3070512116581643,1.2312394370220412,0.0873427851836111,0.1165288869707383
224,229,5.8,5.2,2.2,5.2,3.2,0.5105410915577143,-0.3964160956042455,1.94029570837641,0.0351646215050478,0.0605108219502519
225,230,6.2,4.4,5.6,4.4,5.4,-4.224573436921965,-1.9049231831595093,0.4245370255110208,0.1012469109122662,0.1242447295429424
226,231,6.0,3.0,5.2,5.0,4.0,1.4255306653769864,-0.6408880832406507,2.288568095514864,0.0535395569598243,0.2094875370007988
227,232,6.6,7.0,2.4,6.4,3.6,-0.0307956161918897,1.9632639668382803,3.5491995251995543,0.0002615149296375,0.0090347080954215
228,233,5.6,6.0,5.6,4.8,2.4,-4.999983866013348,-3.137532970575375,1.963110425098065,0.2645336196139728,0.4191964244740495
229,234,4.6,4.6,4.0,4.4,2.2,0.5388741143048978,1.2497185650773757,4.999997124082695,0.0101578172289809,0.1203751006851241
230,235,6.0,5.6,4.0,4.4,2.8,0.597709061086139,-1.2716725956899295,2.662191378255748,0.0051131646126325,0.142146031277683
231,236,4.2,3.8,4.6,3.6,3.2,0.9986345808914084,1.0140515958635088,4.383809355843059,0.1524587966285508,0.2072646874148955
232,237,5.6,6.0,5.6,6.0,3.8,0.8378532500550281,-1.8244805257852768,1.4583658048304624,0.0968521924622713,0.1780503311984957
233,238,6.0,4.8,5.0,4.6,4.8,1.3527534126226204,0.0100295481789325,2.753521811927572,-2.182395892935673e-05,0.0818177914204589
234,239,6.0,4.8,3.4,5.8,4.0,-4.999924971115314,-3.372501435264592,2.21622861747506,0.0576648590267896,0.1209103566601788
235,240,5.2,3.4,5.4,5.6,4.4,1.0748233183341551,-0.5390870604583153,-0.8155657938444627,0.0260585377779291,0.0259909550390758
236,241,4.6,5.4,4.0,4.0,2.8,1.5366328496345685,-1.685653543158335,0.2514557678549247,0.207912411966049,0.2146821777468908
237,242,5.0,3.6,4.8,5.2,4.8,-0.6619975547107997,-1.8509920643050413,1.892272697400128,0.0564107349825216,0.0864529773943445
238,243,5.6,2.4,6.6,6.2,6.0,0.1984916332326822,-1.4357684359584326,1.4409533337760478,0.1262698310240596,0.1666796191215501
239,244,5.2,4.6,2.2,5.6,3.2,0.8387500198806254,-0.2991865357139535,-4.865873242484007,0.0521533620945623,0.0517403701956018
240,245,3.6,5.0,1.2,5.2,1.8,-0.3295975047889976,-3.64368085256474,0.3915315790720935,0.4632400893844821,0.5104175002443305
241,246,5.6,5.6,4.8,2.0,3.2,-3.275901430783299,-2.48765312422936,1.3960501380889547,0.3078207513117923,0.3918325147097158
242,247,6.0,5.4,3.2,4.2,1.8,1.4226311130947566,-1.2856924417473496,0.3319590099018861,0.3604680665776417,0.3755933431103028
243,248,4.8,4.4,1.8,5.2,2.2,0.3911429469609305,-0.3534564105334034,-4.591176561812001,0.1017716344847993,0.1010006209783982
244,249,4.4,4.8,3.8,5.2,5.2,-4.927764364591491,-2.699140434082259,1.8321664905438864,0.1685123975957674,0.3055512037269176
